"X","Code","Name","Municipality","Ownership","Applications","Vacancies"
"1834","43002417","La Salle","Reus","Concertada",84,75
"1835","43002429","Pare Manyanet","Reus","Concertada",77,75
"1836","43002442","Sant Josep","Reus","Concertada",62,75
"1837","43002478","Sant Pau","Reus","Concertada",14,25
"1838","43002511","Puigcerver","Reus","Concertada",39,50
"1930","43005753","Escola Doctor Alberich i Casas","Reus","Pública",54,50
"1931","43005765","Escola Eduard Toda i Güell","Reus","Pública",34,22
"1932","43005820","Aura","Reus","Concertada",64,100
"1934","43005901","Escola Joan Rebull","Reus","Pública",78,75
"1936","43005935","Escola Sant Bernat Calbó","Reus","Pública",27,22
"1939","43006061","Escola Rubió i Ors","Reus","Pública",27,50
"1942","43006216","Escola Cèlia Artiga","Reus","Pública",17,25
"1943","43006228","Escola Rosa Sensat","Reus","Pública",17,22
"1949","43006541","Escola Teresa Miquel i Pàmies","Reus","Pública",54,50
"1957","43007105","Escola Montsant","Reus","Pública",19,25
"1959","43007178","Escola Mowgli","Reus","Pública",17,25
"1980","43010505","Escola La Vitxeta","Reus","Pública",48,50
"1987","43010864","Escola Isabel Besora","Reus","Pública",50,50
"1990","43011145","Escola Els Ganxets","Reus","Pública",30,25
"1994","43012083","Institut Escola Pi del Burgar","Reus","Pública",39,50
"1535","17002958","Escola Mare de Déu de Núria","Ribes de Freser","Pública",6,25
"1536","17002983","Escola El Bruc","Riells i Viabrea","Pública",14,25
"1537","17002995","Escola Joan Maragall","Ripoll","Pública",20,25
"1538","17003011","Salesians Ripoll","Ripoll","Concertada",28,25
"1539","17003021","Vedruna","Ripoll","Concertada",28,25
"1593","17004751","Escola Tomàs Raguer","Ripoll","Pública",10,25
"568","08023426","Escola Gassó i Vidal","Ripollet","Pública",18,25
"569","08023463","FEDAC-Ripollet","Ripollet","Concertada",25,25
"570","08023475","Sant Gabriel","Ripollet","Concertada",27,25
"571","08023487","San Juan de la Cruz","Ripollet","Concertada",27,25
"572","08023542","Escola Tiana de la Riba","Ripollet","Pública",20,25
"573","08023554","Escola Josep Maria Ginesta","Ripollet","Pública",41,50
"574","08023566","Escola Anselm Clavé","Ripollet","Pública",28,50
"896","08033948","Escola Enric Tatché i Pol","Ripollet","Pública",71,50
"999","08038156","Escola Escursell i Bartalot","Ripollet","Pública",37,50
"1237","08059883","Escola El Martinet","Ripollet","Pública",59,50
"1347","08066051","Escola Els Pinetons","Ripollet","Pública",64,75
"1540","17003070","Escola Josep Boada","Riudarenes","Pública",25,40
"1541","17003082","Escola Lluís Castells","Riudaura","Pública",7,25
"1923","43005558","Escola Sant Mateu","Riudecanyes","Pública",4,25
"1924","43005561","Escola Mare de Déu del Roser","Riudecols","Pública",8,25
"1542","17003094","Escola de Riudellots de la Selva","Riudellots de la Selva","Pública",22,25
"1839","43002752","Escola Beat Bonaventura Gran","Riudoms","Pública",35,50
"1981","43010529","Escola Cavaller Arnau","Riudoms","Pública",26,25
"1840","43002776","Escola Salvador Espriu","Roda de Berà","Pública",23,50
"1991","43011194","Escola El Cucurull","Roda de Berà","Pública",30,25
"577","08023669","Escola Mare de Déu del Sòl del Pont","Roda de Ter","Pública",39,50
"1328","08064787","Escola Emili Teixidor","Roda de Ter","Pública",19,25
"1925","43005571","Escola Les Comes","Rodonyà","Pública",6,16
"1841","43002831","Escola Mestre Marcel·lí Domingo","Roquetes","Pública",52,75
"1543","17003124","Empordà-San José","Roses","Concertada",50,50
"1544","17003136","Escola Narcís Monturiol","Roses","Pública",21,25
"1586","17004451","Escola Jaume Vicens i Vives","Roses","Pública",36,25
"1609","17006800","Escola Els Grecs","Roses","Pública",34,50
"1620","17008237","Escola Montserrat Vayreda","Roses","Pública",31,50
"1727","25004000","Escola La Rosella","Rosselló","Pública",30,50
"578","08023712","Politécnico","Rubí","Concertada",13,25
"579","08023724","Maristes Rubí","Rubí","Concertada",82,75
"580","08023751","Ribas","Rubí","Concertada",25,25
"581","08023761","Nuestra Señora de Montserrat","Rubí","Concertada",34,50
"582","08023797","Balmes","Rubí","Concertada",41,25
"583","08023803","Regina Carmeli","Rubí","Concertada",58,50
"584","08023852","Escola Joan Maragall","Rubí","Pública",27,25
"869","08032348","Escola 25 de Setembre","Rubí","Pública",55,75
"870","08032351","Escola Pau Casals","Rubí","Pública",40,50
"898","08034060","Escola Mossèn Cinto Verdaguer","Rubí","Pública",36,50
"910","08034382","Escola Ramon Llull","Rubí","Pública",21,25
"911","08034394","Escola Teresa Altet","Rubí","Pública",19,22
"1001","08038171","Escola Montessori","Rubí","Pública",42,50
"1074","08041601","Escola Torre de la Llebre","Rubí","Pública",25,25
"1101","08042895","Escola Schola","Rubí","Pública",21,25
"1266","08061154","Escola Ca n'Alzamora","Rubí","Pública",63,50
"1317","08064076","Escola Rivo Rubeo","Rubí","Pública",51,50
"1362","08067193","Escola del Bosc","Rubí","Pública",25,25
"1040","08039631","Escola L'Agullola","Rupit i Pruit","Pública",2,3
"585","08023888","Jesús Salvador","Sabadell","Concertada",33,50
"586","08023918","Escola Concòrdia","Sabadell","Pública",49,50
"587","08023921","Escola Espronceda","Sabadell","Pública",34,44
"588","08023931","Escola Enric Casassas","Sabadell","Pública",22,25
"589","08023943","Escola Gaudí","Sabadell","Pública",19,25
"590","08023955","Escola Cifuentes","Sabadell","Pública",44,50
"591","08023979","Escola Joan Montllor","Sabadell","Pública",11,22
"592","08023980","Escola Juan Ramón Jiménez","Sabadell","Pública",10,22
"593","08023992","Escola Joan Sallarès i Pla","Sabadell","Pública",24,22
"594","08024005","Escola Joan Maragall","Sabadell","Pública",29,22
"595","08024017","Escola Miquel Carreras","Sabadell","Pública",25,25
"596","08024030","Escola Samuntada","Sabadell","Pública",27,25
"597","08024042","Escola La Romànica","Sabadell","Pública",25,50
"598","08024066","Escola Alcalde Marcet","Sabadell","Pública",4,22
"599","08024169","Sant Nicolau","Sabadell","Concertada",44,50
"600","08024182","Sagrada Família","Sabadell","Concertada",77,75
"601","08024248","La Immaculada","Sabadell","Concertada",31,25
"602","08024297","Escola Pia de Sabadell","Sabadell","Concertada",70,75
"603","08024303","Jaume Viladoms Centre Educatiu","Sabadell","Concertada",31,25
"604","08024339","El Carme","Sabadell","Concertada",26,50
"605","08024340","Salesians Sabadell","Sabadell","Concertada",50,50
"606","08024406","Estel","Sabadell","Concertada",26,25
"607","08024421","Mare de Déu de la Salut","Sabadell","Concertada",52,50
"608","08024455","Bertran","Sabadell","Concertada",24,25
"609","08024510","Serra","Sabadell","Concertada",19,25
"610","08024546","Sant Francesc","Sabadell","Concertada",34,25
"611","08024595","Claret","Sabadell","Concertada",31,50
"612","08024613","Escolàpies Sabadell","Sabadell","Concertada",7,25
"613","08024650","Ramar","Sabadell","Concertada",50,50
"614","08024686","Mare del Diví Pastor","Sabadell","Concertada",15,25
"615","08024728","Servator","Sabadell","Concertada",17,25
"616","08024731","La Vall","Sabadell","Concertada",60,100
"617","08024790","Escola Roureda","Sabadell","Pública",45,44
"618","08024807","Escola Agnès Armengol","Sabadell","Pública",11,22
"619","08024819","Escola Calvet d'Estrella","Sabadell","Pública",15,22
"620","08024820","Escola Pau Casals","Sabadell","Pública",47,50
"621","08024832","Escola Floresta","Sabadell","Pública",6,22
"622","08024844","Escola Torreguitart","Sabadell","Pública",18,25
"623","08024856","Escola Font Rosella","Sabadell","Pública",29,50
"884","08032737","Escola Can Rull","Sabadell","Pública",40,50
"949","08035696","Escola Sant Julià","Sabadell","Pública",22,22
"956","08035957","Escola Can Deu","Sabadell","Pública",29,22
"957","08035969","Escola Joaquim Blume","Sabadell","Pública",20,25
"1013","08038582","Escola Catalunya","Sabadell","Pública",41,50
"1048","08039768","Tarrés","Sabadell","Concertada",25,25
"1059","08040400","Escola Amadeu Vives","Sabadell","Pública",49,50
"1075","08041611","Escola Joanot Alisanda","Sabadell","Pública",74,75
"1079","08041672","Escola Creu Alta","Sabadell","Pública",25,25
"1113","08043383","Escola Nostra Llar","Sabadell","Pública",55,75
"1137","08043954","Escola Ribatallada","Sabadell","Pública",27,25
"1145","08044314","Escola Andreu Castells","Sabadell","Pública",48,50
"1172","08052189","Sol","Sabadell","Concertada",18,25
"1186","08053492","Escola Teresa Claramunt","Sabadell","Pública",57,50
"1191","08053637","Guixot","Sabadell","Concertada",25,25
"1201","08055105","Escola Arraona","Sabadell","Pública",20,22
"1204","08055889","Escola Miquel Martí i Pol","Sabadell","Pública",66,50
"1267","08061166","Escola de Can Llong","Sabadell","Pública",51,50
"1280","08062638","Escola La Trama","Sabadell","Pública",60,50
"1318","08064088","Escola Mas Boadella","Sabadell","Pública",53,50
"1389","08071172","Escola Virolet","Sabadell","Pública",53,50
"624","08024972","Escola Torres Amat","Sallent","Pública",30,50
"625","08024984","Vedruna","Sallent","Concertada",25,25
"1928","43005662","Escola Josep Nin","Salomó","Pública",6,8
"1904","43004931","Escola Santa Maria del Mar","Salou","Pública",29,50
"1905","43004967","Elisabeth","Salou","Concertada",76,75
"1948","43006393","Escola Europa","Salou","Pública",52,50
"1964","43009451","Escola Salou","Salou","Pública",51,50
"1974","43010153","Escola Vora Mar","Salou","Pública",37,50
"1545","17003151","Escola Silvestre Santaló","Salt","Pública",23,22
"1546","17003161","Pompeu Fabra","Salt","Concertada",32,25
"1547","17003185","Vilagran","Salt","Concertada",34,25
"1548","17003197","FEDAC - Salt","Salt","Concertada",25,25
"1549","17003215","Escola La Farga","Salt","Pública",28,44
"1595","17004864","Escola El Pla","Salt","Pública",20,44
"1604","17005522","Escola Veïnat","Salt","Pública",26,22
"1616","17007919","Escola Mas Masó","Salt","Pública",37,44
"1624","17008298","Escola El Gegant del Rec","Salt","Pública",34,44
"1637","17008687","Escola Les Deveses","Salt","Pública",25,44
"1654","17009850","Escola Les Arrels","Salt","Pública",43,44
"1657","17010281","Escola Pia de Salt","Salt","Concertada",19,22
"117","08002991","Escola Cascavell","Sant Adrià de Besòs","Pública",18,22
"629","08025083","Escola Pompeu Fabra","Sant Adrià de Besòs","Pública",67,44
"630","08025137","Túrbula","Sant Adrià de Besòs","Concertada",71,50
"631","08025174","Sant Gabriel","Sant Adrià de Besòs","Concertada",52,50
"632","08025186","Amor de Déu","Sant Adrià de Besòs","Concertada",72,75
"931","08034989","Escola Catalunya","Sant Adrià de Besòs","Pública",21,44
"1409","08075384","Institut Escola Sant Adrià de Besòs","Sant Adrià de Besòs","Pública",26,44
"633","08025241","Escola Joan Maragall","Sant Andreu de la Barca","Pública",19,25
"634","08025253","Nuestra Señora del Carmen","Sant Andreu de la Barca","Concertada",14,25
"635","08025265","Escola Àngel Guimerà","Sant Andreu de la Barca","Pública",43,50
"874","08032521","Escola Vall de Palau","Sant Andreu de la Barca","Pública",59,50
"1003","08038211","Escola José Juan Ortiz","Sant Andreu de la Barca","Pública",37,50
"1022","08039367","Escola Josep Pla","Sant Andreu de la Barca","Pública",43,50
"1248","08060848","Escola de Sant Andreu de la Barca","Sant Andreu de la Barca","Pública",47,50
"1302","08063758","Escola Can Salvi","Sant Andreu de la Barca","Pública",40,50
"1214","08057242","Escola Serena Vall","Sant Andreu de Llavaneres","Pública",45,50
"1403","08074835","Escola Jaume Llull","Sant Andreu de Llavaneres","Pública",20,25
"636","08025319","Escola Joan Casas","Sant Antoni de Vilamajor","Pública",33,50
"637","08025320","Escola La Monjoia","Sant Bartomeu del Grau","Pública",7,20
"638","08025344","Escola Amat Verdú","Sant Boi de Llobregat","Pública",25,49
"639","08025459","Vedruna Sant Boi","Sant Boi de Llobregat","Concertada",50,50
"640","08025484","Joan Bardina","Sant Boi de Llobregat","Concertada",39,50
"641","08025496","Pedagògium Cos","Sant Boi de Llobregat","Concertada",58,50
"642","08025526","Escola Ciutat Cooperativa","Sant Boi de Llobregat","Pública",10,22
"643","08025538","Molí Nou","Sant Boi de Llobregat","Concertada",15,25
"645","08025541","Mare de Déu dels Dolors","Sant Boi de Llobregat","Concertada",24,25
"646","08025551","Sant Josep","Sant Boi de Llobregat","Concertada",40,50
"647","08025587","Escola Casablanca","Sant Boi de Llobregat","Pública",51,44
"648","08025599","Escola Marianao","Sant Boi de Llobregat","Pública",41,50
"649","08025642","Escola Josep Maria Ciurana","Sant Boi de Llobregat","Pública",47,50
"866","08032166","Llor","Sant Boi de Llobregat","Concertada",79,75
"912","08034400","Escola Antoni Gaudí","Sant Boi de Llobregat","Pública",31,25
"913","08034412","Escola Can Massallera","Sant Boi de Llobregat","Pública",34,25
"932","08034990","Escola Parellada","Sant Boi de Llobregat","Pública",34,44
"1004","08038223","Escola Benviure","Sant Boi de Llobregat","Pública",64,50
"1006","08038259","Escola Antoni Tàpies","Sant Boi de Llobregat","Pública",56,50
"1023","08039379","Escola Rafael Casanova","Sant Boi de Llobregat","Pública",34,50
"1114","08043401","Escola Barrufet","Sant Boi de Llobregat","Pública",27,25
"1140","08044181","Santo Tomás","Sant Boi de Llobregat","Concertada",16,25
"1195","08054061","Escola Montbaig","Sant Boi de Llobregat","Pública",9,22
"1303","08063761","Escola Vicente Ferrer","Sant Boi de Llobregat","Pública",38,25
"1842","43002892","Escola Carles III","Sant Carles de la Ràpita","Pública",52,75
"1843","43002958","Sagrada Família","Sant Carles de la Ràpita","Concertada",17,25
"1950","43006551","Escola Horta Vella","Sant Carles de la Ràpita","Pública",36,50
"653","08025800","Escola El Pi Gros","Sant Cebrià de Vallalta","Pública",25,25
"650","08025745","La Salle Sant Celoni","Sant Celoni","Concertada",47,50
"651","08025769","Cor de Maria","Sant Celoni","Concertada",14,25
"652","08025770","Escola Josep Pallerola i Roca","Sant Celoni","Pública",44,50
"878","08032622","L'Avet Roig","Sant Celoni","Concertada",21,25
"976","08037504","Escola Montnegre","Sant Celoni","Pública",16,25
"1344","08065305","Escola Soler de Vilardell","Sant Celoni","Pública",25,25
"654","08025812","Escola Sant Climent","Sant Climent de Llobregat","Pública",45,50
"655","08025824","Escola La Floresta","Sant Cugat del Vallès","Pública",27,25
"656","08025885","La Farga","Sant Cugat del Vallès","Concertada",89,100
"657","08025927","Escola Pi d'en Xandri","Sant Cugat del Vallès","Pública",61,50
"658","08025988","Santa Isabel","Sant Cugat del Vallès","Concertada",41,50
"659","08026026","Escola Pins del Vallès","Sant Cugat del Vallès","Pública",49,50
"660","08026038","Pureza de María","Sant Cugat del Vallès","Concertada",54,75
"661","08026041","Viaró","Sant Cugat del Vallès","Concertada",25,50
"662","08026075","El Pinar de Nuestra Señora","Sant Cugat del Vallès","Concertada",36,75
"663","08026087","Escola Jaume Ferran i Clua","Sant Cugat del Vallès","Pública",37,50
"920","08034692","Escola Catalunya","Sant Cugat del Vallès","Pública",54,50
"979","08037747","Avenç","Sant Cugat del Vallès","Concertada",103,75
"1007","08038260","Escola Joan Maragall","Sant Cugat del Vallès","Pública",45,50
"1068","08041234","Escola Collserola","Sant Cugat del Vallès","Pública",69,75
"1203","08055877","Thau","Sant Cugat del Vallès","Concertada",78,75
"1236","08059871","Escola Gerbert d'Orlhac","Sant Cugat del Vallès","Pública",47,50
"1268","08061178","Escola Turó de Can Mates","Sant Cugat del Vallès","Pública",69,75
"1281","08062641","Escola L'Olivera","Sant Cugat del Vallès","Pública",56,50
"1319","08064118","Escola Ciutat d'Alba","Sant Cugat del Vallès","Pública",58,50
"1407","08075268","Escola La Mirada","Sant Cugat del Vallès","Pública",36,50
"664","08026099","Escola Les Vinyes","Sant Cugat Sesgarrigues","Pública",17,14
"665","08026117","Escola Vallmanya","Sant Esteve de Palautordera","Pública",39,38
"666","08026130","Escola La Roureda","Sant Esteve Sesrovires","Pública",19,25
"1234","08059810","Escola Vinya del Sastret","Sant Esteve Sesrovires","Pública",20,25
"1642","17008894","Escola Alzines Balladores","Sant Feliu de Buixalleu","Pública",8,25
"668","08026181","FEDAC-Sant Feliu","Sant Feliu de Codines","Concertada",22,25
"669","08026208","Escola Jaume Balmes","Sant Feliu de Codines","Pública",26,50
"1550","17003264","Escola Gaziel","Sant Feliu de Guíxols","Pública",38,38
"1551","17003288","Cor de Maria - Sant Josep","Sant Feliu de Guíxols","Concertada",23,50
"1552","17003321","Escola Mossèn Baldiri Reixach","Sant Feliu de Guíxols","Pública",20,38
"1591","17004682","Escola L'Estació","Sant Feliu de Guíxols","Pública",46,38
"1618","17008018","Escola Ardenya","Sant Feliu de Guíxols","Pública",41,38
"644","08026385","Escola Arquitecte Gaudí","Sant Feliu de Llobregat","Pública",15,25
"670","08026211","Escola Nadal","Sant Feliu de Llobregat","Pública",46,50
"671","08026221","Escola Falguera","Sant Feliu de Llobregat","Pública",18,25
"672","08026245","Virgen de la Salud","Sant Feliu de Llobregat","Concertada",48,50
"673","08026269","Bon Salvador","Sant Feliu de Llobregat","Concertada",68,75
"674","08026282","Mestral","Sant Feliu de Llobregat","Concertada",26,25
"675","08026294","Mare de Déu de la Mercè","Sant Feliu de Llobregat","Concertada",59,50
"676","08026373","Escola Josep Monmany Amat","Sant Feliu de Llobregat","Pública",20,25
"958","08035994","Escola Salvador Espriu","Sant Feliu de Llobregat","Pública",54,50
"959","08036007","Escola Pau Vila","Sant Feliu de Llobregat","Pública",31,25
"1296","08063394","Escola Miquel Martí i Pol","Sant Feliu de Llobregat","Pública",44,50
"1553","17003343","Escola Rocalba","Sant Feliu de Pallerols","Pública",6,10
"667","08026154","Escola Joaquim Abril","Sant Fost de Campsentelles","Pública",27,50
"1233","08059809","Escola El Roure","Sant Fost de Campsentelles","Pública",29,25
"677","08026427","Paidos","Sant Fruitós de Bages","Concertada",49,50
"678","08026464","Escola Monsenyor Gibert","Sant Fruitós de Bages","Pública",40,50
"1139","08044016","Escola Flama","Sant Fruitós de Bages","Pública",40,50
"1339","08065251","Escola Pla del Puig","Sant Fruitós de Bages","Pública",21,25
"1554","17003392","Escola Agustí Gifre","Sant Gregori","Pública",57,75
"1728","25004036","Escola L'Estel","Sant Guim de Freixenet","Pública",7,25
"1556","17003434","Escola Guilleries","Sant Hilari Sacalm","Pública",41,50
"1605","17006642","Les Cent Fonts","Sant Hilari Sacalm","Concertada",25,24
"682","08026521","Escola Abat Oliba","Sant Hipòlit de Voltregà","Pública",12,25
"628","08025071","Escola Dones d'Aigua","Sant Iscle de Vallalta","Pública",9,25
"1880","43004189","Escola Sant Jaume","Sant Jaume d'Enveja","Pública",22,25
"1926","43005583","Escola Els Quatre Vents","Sant Jaume dels Domenys","Pública",24,25
"1653","17009813","Institut Escola Mestre Andreu","Sant Joan de les Abadesses","Pública",12,25
"689","08026725","Escola Joncadella","Sant Joan de Vilatorrada","Pública",25,50
"1151","08044545","Escola Collbaix","Sant Joan de Vilatorrada","Pública",24,25
"1287","08062778","Escola Ametllers","Sant Joan de Vilatorrada","Pública",60,50
"684","08026567","Escola Sant Francesc d'Assís","Sant Joan Despí","Pública",29,50
"685","08026622","Ateneu Instructiu","Sant Joan Despí","Concertada",38,50
"686","08026658","Gran Capità","Sant Joan Despí","Concertada",19,25
"687","08026661","Escola Pau Casals","Sant Joan Despí","Pública",51,50
"688","08026671","Escola Joan Perich i Valls","Sant Joan Despí","Pública",22,25
"1080","08041684","Escola Espai 3","Sant Joan Despí","Pública",69,50
"1388","08071147","Escola Roser Capdevila","Sant Joan Despí","Pública",22,22
"1564","17003732","Escola Castanyer","Sant Joan les Fonts","Pública",29,50
"1557","17003471","Escola Sant Jordi","Sant Jordi Desvalls","Pública",8,8
"1502","17002193","Escola Santa Fe","Sant Julià de Ramis","Pública",7,9
"1611","17006873","Escola Castellum","Sant Julià de Ramis","Pública",43,31
"692","08026786","Escola Bellpuig","Sant Julià de Vilatorta","Pública",21,25
"693","08026798","El Roser","Sant Julià de Vilatorta","Concertada",7,25
"1424","17000123","Escola Sant Jordi","Sant Julià del Llor i Bonmatí","Pública",13,25
"694","08026816","Escola Montserrat","Sant Just Desvern","Pública",57,50
"695","08026841","Madre Sacramento","Sant Just Desvern","Concertada",21,25
"876","08032580","Escola Canigó","Sant Just Desvern","Pública",38,50
"1070","08041556","Escola Montseny","Sant Just Desvern","Pública",23,25
"696","08026889","Escola Vinyes Verdes","Sant Llorenç d'Hortons","Pública",9,9
"697","08026907","Escola Pau Casals","Sant Llorenç d'Hortons","Pública",18,25
"1729","25004048","Escola Vall de Lord","Sant Llorenç de Morunys","Pública",6,25
"698","08026919","Escola Josep Gras","Sant Llorenç Savall","Pública",17,25
"1331","08064829","Escola Valldeneu","Sant Martí de Centelles","Pública",7,11
"699","08026956","Escola Cérvola Blanca","Sant Martí de Tous","Pública",8,25
"700","08027018","Escola Jaume Balmes","Sant Martí Sarroca","Pública",31,50
"1558","17003598","Escola Vallgarriga","Sant Miquel de Fluvià","Pública",6,7
"701","08027110","Escola El Pi","Sant Pere de Ribes","Pública",12,25
"702","08027134","Escola Les Roquetes","Sant Pere de Ribes","Pública",31,50
"914","08034448","Escola Santa Eulàlia","Sant Pere de Ribes","Pública",33,50
"1217","08058362","Escola Riera de Ribes","Sant Pere de Ribes","Pública",55,50
"1223","08058957","Escola Els Costerets","Sant Pere de Ribes","Pública",36,50
"1259","08061002","Escola Les Parellades","Sant Pere de Ribes","Pública",32,25
"1288","08062781","Escola Mediterrània","Sant Pere de Ribes","Pública",58,50
"703","08027146","Escola Sant Jeroni","Sant Pere de Riudebitlles","Pública",22,25
"704","08027171","Escola Josep Maria Xandri","Sant Pere de Torelló","Pública",16,25
"705","08027183","Escola Torre Roja","Sant Pere de Vilamajor","Pública",35,50
"1559","17003628","Escola Llagut","Sant Pere Pescador","Pública",25,50
"706","08027225","Escola Sant Pau","Sant Pol de Mar","Pública",41,50
"707","08027237","Escola Antoni Grau Minguell","Sant Quintí de Mediona","Pública",18,25
"708","08027249","Escola Segimon Comas","Sant Quirze de Besora","Pública",24,25
"888","08033407","Escola Purificació Salas i Xandri","Sant Quirze del Vallès","Pública",16,25
"1148","08044454","Escola Pilarín Bayés","Sant Quirze del Vallès","Pública",43,50
"1154","08044910","Escola El Turonet","Sant Quirze del Vallès","Pública",25,25
"1199","08054836","Escola Onze de Setembre","Sant Quirze del Vallès","Pública",31,25
"1241","08060484","Escola Taula Rodona","Sant Quirze del Vallès","Pública",50,50
"1363","08067201","Escola Lola Anglada","Sant Quirze del Vallès","Pública",36,50
"709","08027331","Sant Josep","Sant Sadurní d'Anoia","Concertada",47,50
"710","08027353","Vedruna-El Carme","Sant Sadurní d'Anoia","Concertada",27,25
"1238","08059998","Escola La Pau","Sant Sadurní d'Anoia","Pública",34,50
"1392","08071238","Institut Escola Jacint Verdaguer","Sant Sadurní d'Anoia","Pública",58,50
"385","08017992","Escola Montserrat","Sant Salvador de Guardiola","Pública",38,50
"744","08028552","FEDAC-Sant Vicenç","Sant Vicenç de Castellet","Concertada",25,25
"745","08028576","Escola Sant Vicenç","Sant Vicenç de Castellet","Pública",31,50
"1340","08065263","Escola Puigsoler","Sant Vicenç de Castellet","Pública",25,25
"877","08032592","Escola Sant Jordi","Sant Vicenç de Montalt","Pública",16,25
"1264","08061105","Escola Sot del Camp","Sant Vicenç de Montalt","Pública",27,25
"751","08028709","Escola Lloriana","Sant Vicenç de Torelló","Pública",25,25
"746","08028588","Escola Sant Jordi","Sant Vicenç dels Horts","Pública",26,25
"747","08028591","Escola La Vinyala","Sant Vicenç dels Horts","Pública",23,25
"748","08028631","Sant Vicenç","Sant Vicenç dels Horts","Concertada",65,50
"749","08028655","La Inmaculada","Sant Vicenç dels Horts","Concertada",17,25
"750","08028667","Escola Joan Juncadella","Sant Vicenç dels Horts","Pública",45,50
"936","08035350","Escola Sant Josep","Sant Vicenç dels Horts","Pública",36,50
"1009","08038284","Escola La Guàrdia","Sant Vicenç dels Horts","Pública",11,25
"1062","08041131","Escola Sant Antoni","Sant Vicenç dels Horts","Pública",28,25
"1844","43003008","Escola Jaume Balmes","Santa Bàrbara","Pública",31,50
"1121","08043760","Escola Colònia Güell","Santa Coloma de Cervelló","Pública",53,50
"1304","08063771","Escola Pla de les Vinyes","Santa Coloma de Cervelló","Pública",30,50
"1560","17003641","Escola Sant Salvador d'Horta","Santa Coloma de Farners","Pública",52,50
"1561","17003653","La Salle","Santa Coloma de Farners","Concertada",50,50
"1621","17008249","Escola Castell de Farners","Santa Coloma de Farners","Pública",36,50
"711","08027432","Escola Wagner","Santa Coloma de Gramenet","Pública",20,22
"712","08027456","Escola Ferran de Sagarra","Santa Coloma de Gramenet","Pública",51,50
"713","08027468","Escola Pallaresa","Santa Coloma de Gramenet","Pública",30,50
"714","08027471","Escola Sant Just","Santa Coloma de Gramenet","Pública",55,50
"715","08027511","Escola Torre Balldovina","Santa Coloma de Gramenet","Pública",32,50
"716","08027559","Singuerlín","Santa Coloma de Gramenet","Concertada",29,25
"717","08027560","Verge de les Neus","Santa Coloma de Gramenet","Concertada",55,50
"718","08027602","Seimar","Santa Coloma de Gramenet","Concertada",13,25
"719","08027729","FEDAC - Santa Coloma","Santa Coloma de Gramenet","Concertada",69,50
"720","08027730","Fuster","Santa Coloma de Gramenet","Concertada",26,25
"721","08027754","Virgen del Carmen","Santa Coloma de Gramenet","Concertada",21,25
"722","08027766","Manent Rambla","Santa Coloma de Gramenet","Concertada",15,25
"723","08027870","Escola Les Palmeres","Santa Coloma de Gramenet","Pública",44,50
"724","08027936","Escola Lluís Millet","Santa Coloma de Gramenet","Pública",22,25
"725","08027973","Escola Beethoven","Santa Coloma de Gramenet","Pública",21,22
"726","08027985","Escola Jaume Salvatella","Santa Coloma de Gramenet","Pública",41,50
"727","08028035","Escola Ausiàs March","Santa Coloma de Gramenet","Pública",25,25
"867","08032300","Escola Fray Luis de León","Santa Coloma de Gramenet","Pública",47,50
"868","08032312","Escola Miguel de Unamuno","Santa Coloma de Gramenet","Pública",26,44
"887","08033341","Escola Banús","Santa Coloma de Gramenet","Pública",42,25
"897","08033997","Escola Primavera","Santa Coloma de Gramenet","Pública",19,25
"947","08035519","Escola Antoni Gaudí","Santa Coloma de Gramenet","Pública",23,44
"962","08036101","Escola Sagrada Família","Santa Coloma de Gramenet","Pública",39,50
"1052","08040059","Escola Joan Salvat i Papasseit","Santa Coloma de Gramenet","Pública",37,50
"1058","08040382","Escola Mercè Rodoreda","Santa Coloma de Gramenet","Pública",31,44
"1065","08041180","Escola Rosselló Pòrcel","Santa Coloma de Gramenet","Pública",20,25
"1159","08045574","Escola Serra de Marina","Santa Coloma de Gramenet","Pública",44,50
"1229","08059767","Escola Tanit","Santa Coloma de Gramenet","Pública",22,22
"1380","08069751","Escola Santa Coloma","Santa Coloma de Gramenet","Pública",29,25
"1382","08070143","Escola Riera Alta","Santa Coloma de Gramenet","Pública",50,50
"1845","43003011","Escola Cor de Roure","Santa Coloma de Queralt","Pública",13,25
"1846","43003021","Vedruna Mare de Déu del Carme","Santa Coloma de Queralt","Concertada",11,25
"1562","17003689","Escola Pedralta","Santa Cristina d'Aro","Pública",27,50
"728","08028059","Escola Jacint Verdaguer","Santa Eugènia de Berga","Pública",21,25
"729","08028072","Escola El Roure Gros","Santa Eulàlia de Riuprimer","Pública",8,15
"730","08028102","Escola Ronçana","Santa Eulàlia de Ronçana","Pública",16,25
"1338","08065238","Escola La Sagrera","Santa Eulàlia de Ronçana","Pública",38,50
"731","08028163","Escola Montbou","Santa Margarida de Montbui","Pública",12,13
"1008","08038272","Escola García Lorca","Santa Margarida de Montbui","Pública",31,50
"1216","08057734","Escola Antoni Gaudí","Santa Margarida de Montbui","Pública",34,44
"732","08028217","Escola Doctor Samaranch i Fina","Santa Margarida i els Monjos","Pública",38,50
"977","08037528","Escola Sant Domènec","Santa Margarida i els Monjos","Pública",16,25
"1309","08063886","Escola Arrels","Santa Margarida i els Monjos","Pública",32,25
"737","08028382","Escola Sesmon d'Oló","Santa Maria d'Oló","Pública",8,13
